Manual Page,Examined
XSetLineAttributes.3,no
XSetLocaleModifiers.3,no
XSetModifierMapping.3,no
XSetOCValues.3,no
XSetOMValues.3,no
XSetPlaneMask.3,no
XSetPointerMapping.3,no
XSetRGBColormaps.3,no
XSetRegion.3,no
XSetScreenSaver.3,no
XSetSelectionOwner.3,no
XSetState.3,no
XSetStipple.3,no
XSetSubwindowMode.3,no
XSetTSOrigin.3,no
XSetTextProperty.3,no
XSetTile.3,no
XSetTransientForHint.3,no
XSetWMClientMachine.3,no
XSetWMColormapWindows.3,no
XSetWMHints.3,no
XSetWMIconName.3,no
XSetWMName.3,no
XSetWMNormalHints.3,no
XSetWMProperties.3,no
XSetWMProtocols.3,no
XSetWMSizeHints.3,no
XSetWindowAttributes.3,no
XSetWindowBackground.3,no
XSetWindowBackgroundPixmap.3,no
XSetWindowBorder.3,no
XSetWindowBorderPixmap.3,no
XSetWindowBorderWidth.3,no
XSetWindowColormap.3,no
XShape.3,no
XShapeCombineMask.3,no
XShapeCombineRectangles.3,no
XShapeCombineRegion.3,no
XShapeCombineShape.3,no
XShapeGetRectangles.3,no
XShapeInputSelected.3,no
XShapeOffsetShape.3,no
XShapeQueryExtension.3,no
XShapeQueryExtents.3,no
XShapeQueryVersion.3,no
XShapeSelectInput.3,no
XShm.3,no
XShmAttach.3,no
XShmCreateImage.3,no
XShmCreatePixmap.3,no
XShmDetach.3,no
XShmGetEventBase.3,no
XShmGetImage.3,no
XShmPixmapFormat.3,no
XShmPutImage.3,no
XShmQueryExtension.3,no
XShmQueryVersion.3,no
XShrinkRegion.3,no
XSizeHints.3,no
XStandardColormap.3,no
XStoreBuffer.3,no
XStoreBytes.3,no
XStoreColor.3,no
XStoreColors.3,no
XStoreName.3,no
XStoreNamedColor.3,no
XStringListToTextProperty.3,no
XStringToKeysym.3,no
XSubImage.3,no
XSubtractRegion.3,no
XSupportsLocale.3,no
XSync.3,no
XSynchronize.3,no
XTestCompareCurrentCursorWithWindow.3,no
XTestCompareCursorWithWindow.3,no
XTestDiscard.3,no
XTestFakeButtonEvent.3,no
XTestFakeKeyEvent.3,no
XTestFakeMotionEvent.3,no
XTestFakeRelativeMotionEvent.3,no
XTestGrabControl.3,no
XTestQueryExtension.3,no
XTestSetGContextOfGC.3,no
XTestSetVisualIDOfVisual.3,no
XTextExtents.3,no
XTextExtents16.3,no
XTextItem.3,no
XTextItem16.3,no
XTextProperty.3,no
XTextPropertyToStringList.3,no
XTextWidth.3,no
XTextWidth16.3,no
XTimeCoord.3,no
XTranslateCoordinates.3,no
XUndefineCursor.3,no
XUngrabButton.3,no
XUngrabDevice.3,no
XUngrabDeviceButton.3,no
XUngrabDeviceKey.3,no
XUngrabKey.3,no
XUngrabKeyboard.3,no
XUngrabPointer.3,no
XUngrabServer.3,no
XUninstallColormap.3,no
XUnionRectWithRegion.3,no
XUnionRegion.3,no
XUniqueContext.3,no
XUnloadFont.3,no
XUnlockDisplay.3,no
XUnmapEvent.3,no
XUnmapSubwindows.3,no
XUnmapWindow.3,no
XUnregisterIMInstantiateCallback.3,no
XUnsetICFocus.3,no
XVaCreateNestedList.3,no
XVisibilityEvent.3,no
XVisualIDFromVisual.3,no
XVisualInfo.3,no
XWMGeometry.3,no
XWMHints.3,no
XWarpPointer.3,no
XWindowAttributes.3,no
XWindowChanges.3,no
XWindowEvent.3,no
XWithdrawWindow.3,no
XWriteBitmapFile.3,no
XXorRegion.3,no
Xau.3,no
XauDisposeAuth.3,no
XauFileName.3,no
XauGetAuthByAddr.3,no
XauGetBestAuthByAddr.3,no
XauLockAuth.3,no
XauReadAuth.3,no
XauUnlockAuth.3,no
XauWriteAuth.3,no
Xaw.3,no
XcmsAllocColor.3,no
XcmsAllocNamedColor.3,no
XcmsCCCOfColormap.3,no
XcmsCIELab.3,no
XcmsCIELabQueryMaxC.3,no
XcmsCIELabQueryMaxL.3,no
XcmsCIELabQueryMaxLC.3,no
XcmsCIELabQueryMinL.3,no
XcmsCIELuv.3,no
XcmsCIELuvQueryMaxC.3,no
XcmsCIELuvQueryMaxL.3,no
XcmsCIELuvQueryMaxLC.3,no
XcmsCIELuvQueryMinL.3,no
XcmsCIEXYZ.3,no
XcmsCIEuvY.3,no
XcmsCIExyY.3,no
XcmsColor.3,no
XcmsConvertColors.3,no
XcmsCreateCCC.3,no
XcmsDefaultCCC.3,no
XcmsFreeCCC.3,no
XcmsLookupColor.3,no
XcmsPad.3,no
XcmsQueryBlack.3,no
XcmsQueryBlue.3,no
XcmsQueryColor.3,no
XcmsQueryColors.3,no
XcmsQueryGreen.3,no
XcmsQueryRed.3,no
XcmsQueryWhite.3,no
XcmsRGB.3,no
XcmsRGBi.3,no
XcmsSetCCCOfColormap.3,no
XcmsSetWhiteAdjustProc.3,no
XcmsSetWhitePoint.3,no
XcmsStoreColor.3,no
XcmsStoreColors.3,no
XcmsTekHVC.3,no
XcmsTekHVCQueryMaxC.3,no
XcmsTekHVCQueryMaxV.3,no
XcmsTekHVCQueryMaxVC.3,no
XcmsTekHVCQueryMaxVSamples.3,no
XcmsTekHVCQueryMinV.3,no
Xcomposite.3,no
XcupGetReservedColormapEntries.3,no
XcupQueryVersion.3,no
XcupStoreColors.3,no
Xcursor.3,no
XcursorAnimateCreate.3,no
XcursorAnimateDestroy.3,no
XcursorAnimateNext.3,no
XcursorCommentCreate.3,no
XcursorCommentDestroy.3,no
XcursorCommentsCreate.3,no
XcursorCommentsDestroy.3,no
XcursorCursorsCreate.3,no
XcursorCursorsDestroy.3,no
XcursorFileLoad.3,no
XcursorFileLoadAllImages.3,no
XcursorFileLoadImage.3,no
XcursorFileLoadImages.3,no
XcursorFileSave.3,no
XcursorFileSaveImages.3,no
XcursorFilenameLoad.3,no
XcursorFilenameLoadAllImages.3,no
XcursorFilenameLoadCursor.3,no
XcursorFilenameLoadCursors.3,no
XcursorFilenameLoadImage.3,no
XcursorFilenameLoadImages.3,no
XcursorFilenameSave.3,no
XcursorFilenameSaveImages.3,no
XcursorGetDefaultSize.3,no
XcursorGetTheme.3,no
XcursorGetThemeCore.3,no
XcursorImageCreate.3,no
XcursorImageDestroy.3,no
XcursorImageHash.3,no
XcursorImageLoadCursor.3,no
XcursorImagesCreate.3,no
XcursorImagesDestroy.3,no
XcursorImagesLoadCursor.3,no
XcursorImagesLoadCursors.3,no
XcursorImagesSetName.3,no
XcursorLibraryLoadCursor.3,no
XcursorLibraryLoadCursors.3,no
XcursorLibraryLoadImage.3,no
XcursorLibraryLoadImages.3,no
XcursorLibraryPath.3,no
XcursorLibraryShape.3,no
XcursorNoticeCreateBitmap.3,no
XcursorNoticePutBitmap.3,no
XcursorSetDefaultSize.3,no
XcursorSetTheme.3,no
XcursorSetThemeCore.3,no
XcursorShapeLoadCursor.3,no
XcursorShapeLoadCursors.3,no
XcursorShapeLoadImage.3,no
XcursorShapeLoadImages.3,no
XcursorSupportsARGB.3,no
XcursorSupportsAnim.3,no
XcursorTryShapeBitmapCursor.3,no
XcursorTryShapeCursor.3,no
XcursorXcFileLoad.3,no
XcursorXcFileLoadAllImages.3,no
XcursorXcFileLoadImage.3,no
XcursorXcFileLoadImages.3,no
XcursorXcFileSave.3,no
XdbeAllocateBackBufferName.3,no
XdbeBeginIdiom.3,no
XdbeDeallocateBackBufferName.3,no
XdbeEndIdiom.3,no
XdbeFreeVisualInfo.3,no
XdbeGetBackBufferAttributes.3,no
XdbeGetVisualInfo.3,no
XdbeQueryExtension.3,no
XdbeSwapBuffers.3,no
Xevi.3,no
XeviGetVisualInfo.3,no
XeviQueryExtension.3,no
XeviQueryVersion.3,no
Xfixes.3,no
Xft.3,no
XftCharExists.3,no
XftCharFontSpecRender.3,no
XftCharIndex.3,no
XftCharSpecRender.3,no
XftColorAllocName.3,no
XftColorAllocValue.3,no
XftColorFree.3,no
XftDefaultHasRender.3,no
XftDefaultSet.3,no
XftDefaultSubstitute.3,no
XftDrawChange.3,no
XftDrawCharFontSpec.3,no
XftDrawCharSpec.3,no
XftDrawColormap.3,no
XftDrawCreate.3,no
XftDrawCreateAlpha.3,no
XftDrawCreateBitmap.3,no
XftDrawDestroy.3,no
XftDrawDisplay.3,no
XftDrawDrawable.3,no
XftDrawGlyphFontSpec.3,no
XftDrawGlyphSpec.3,no
XftDrawGlyphs.3,no
XftDrawPicture.3,no
XftDrawRect.3,no
XftDrawSetClip.3,no
XftDrawSetClipRectangles.3,no
XftDrawSetSubwindowMode.3,no
XftDrawSrcPicture.3,no
XftDrawString16.3,no
XftDrawString32.3,no
XftDrawString8.3,no
XftDrawStringUtf16.3,no
XftDrawStringUtf8.3,no
XftDrawVisual.3,no
XftFontCheckGlyph.3,no
XftFontClose.3,no
XftFontCopy.3,no
XftFontInfoCreate.3,no
XftFontInfoDestroy.3,no
XftFontInfoEqual.3,no
XftFontInfoHash.3,no
XftFontLoadGlyphs.3,no
XftFontMatch.3,no
XftFontOpen.3,no
XftFontOpenInfo.3,no
XftFontOpenName.3,no
XftFontOpenPattern.3,no
XftFontOpenXlfd.3,no
XftFontUnloadGlyphs.3,no
XftGetVersion.3,no
XftGlyphExtents.3,no
XftGlyphFontSpecRender.3,no
XftGlyphRender.3,no
XftGlyphSpecRender.3,no
XftInit.3,no
XftInitFtLibrary.3,no
XftListFonts.3,no
XftLockFace.3,no
XftNameParse.3,no
XftNameUnparse.3,no
XftTextExtents16.3,no
XftTextExtents32.3,no
XftTextExtents8.3,no
XftTextExtentsUtf16.3,no
XftTextExtentsUtf8.3,no
XftTextRender16.3,no
XftTextRender16BE.3,no
XftTextRender16LE.3,no
XftTextRender32.3,no
XftTextRender32BE.3,no
XftTextRender32LE.3,no
XftTextRender8.3,no
XftTextRenderUtf16.3,no
XftTextRenderUtf8.3,no
XftUnlockFace.3,no
XftXlfdParse.3,no
Xinerama.3,no
XineramaIsActive.3,no
XineramaQueryExtension.3,no
XineramaQueryScreens.3,no
XineramaQueryVersion.3,no
XkbActionCtrls.3,no
XkbAddDeviceLedInfo.3,no
XkbAddGeomColor.3,no
XkbAddGeomDoodad.3,no
XkbAddGeomKey.3,no
XkbAddGeomKeyAlias.3,no
XkbAddGeomOutline.3,no
XkbAddGeomOverlay.3,no
XkbAddGeomOverlayKey.3,no
XkbAddGeomOverlayRow.3,no
XkbAddGeomProperty.3,no
XkbAddGeomRow.3,no
XkbAddGeomSection.3,no
XkbAddGeomShape.3,no
XkbAddSymInterpret.3,no
XkbAllocClientMap.3,no
XkbAllocCompatMap.3,no
XkbAllocControls.3,no
XkbAllocDeviceInfo.3,no
XkbAllocDeviceLedInfo.3,no
XkbAllocGeomColors.3,no
XkbAllocGeomDoodads.3,no
XkbAllocGeomKeyAliases.3,no
XkbAllocGeomKeys.3,no
XkbAllocGeomOutlines.3,no
XkbAllocGeomOverlayKeys.3,no
XkbAllocGeomOverlayRows.3,no
XkbAllocGeomOverlays.3,no
XkbAllocGeomPoints.3,no
XkbAllocGeomProps.3,no
XkbAllocGeomRows.3,no
XkbAllocGeomSectionDoodads.3,no
XkbAllocGeomSections.3,no
XkbAllocGeomShapes.3,no
XkbAllocGeometry.3,no
XkbAllocIndicatorMaps.3,no
XkbAllocKeyboard.3,no
XkbAllocNames.3,no
XkbAllocServerMap.3,no
XkbApplyCompatMapToKey.3,no
XkbBell.3,no
XkbBellEvent.3,no
XkbChangeControls.3,no
XkbChangeDeviceInfo.3,no
XkbChangeEnabledControls.3,no
XkbChangeIndicators.3,no
XkbChangeMap.3,no
XkbChangeNames.3,no
XkbChangeTypesOfKey.3,no
XkbComputeRowBounds.3,no
XkbComputeSectionBounds.3,no
XkbComputeShapeBounds.3,no
XkbComputeShapeTop.3,no
XkbCopyKeyType.3,no
XkbCopyKeyTypes.3,no
XkbDeviceBell.3,no
XkbDeviceBellEvent.3,no
XkbFindOverlayForKey.3,no
XkbForceBell.3,no
XkbForceDeviceBell.3,no
XkbFreeClientMap.3,no
XkbFreeCompatMap.3,no
XkbFreeComponentList.3,no
XkbFreeControls.3,no
XkbFreeDeviceInfo.3,no
XkbFreeGeomColors.3,no
XkbFreeGeomDoodads.3,no
XkbFreeGeomKeyAliases.3,no
XkbFreeGeomKeys.3,no
XkbFreeGeomOutlines.3,no
XkbFreeGeomOverlayKeys.3,no
XkbFreeGeomOverlayRows.3,no
XkbFreeGeomOverlays.3,no
XkbFreeGeomPoints.3,no
XkbFreeGeomProperties.3,no
XkbFreeGeomRows.3,no
XkbFreeGeomSections.3,no
XkbFreeGeomShapes.3,no
XkbFreeGeometry.3,no
XkbFreeIndicatorMaps.3,no
XkbFreeKeyboard.3,no
XkbFreeNames.3,no
XkbFreeServerMap.3,no
XkbGetAccessXTimeout.3,no
XkbGetAutoRepeatRate.3,no
XkbGetAutoResetControls.3,no
XkbGetBounceKeysDelay.3,no
XkbGetCompatMap.3,no
XkbGetControls.3,no
XkbGetControlsChanges.3,no
XkbGetDetectableAutoRepeat.3,no
XkbGetDeviceButtonActions.3,no
XkbGetDeviceInfo.3,no
XkbGetDeviceInfoChanges.3,no
XkbGetDeviceLedInfo.3,no
XkbGetGeometry.3,no
XkbGetIndicatorChanges.3,no
XkbGetIndicatorMap.3,no
XkbGetIndicatorState.3,no
XkbGetKeyActions.3,no
XkbGetKeyBehaviors.3,no
XkbGetKeyExplicitComponents.3,no
XkbGetKeyModifierMap.3,no
XkbGetKeySyms.3,no
XkbGetKeyTypes.3,no
XkbGetKeyVirtualModMap.3,no
XkbGetKeyboard.3,no
XkbGetKeyboardByName.3,no
XkbGetMap.3,no
XkbGetNameChanges.3,no
XkbGetNamedDeviceIndicator.3,no
XkbGetNamedGeometry.3,no
XkbGetNamedIndicator.3,no
XkbGetNames.3,no
XkbGetSlowKeysDelay.3,no
XkbGetState.3,no
XkbGetStickyKeysOptions.3,no
XkbGetUpdatedMap.3,no
XkbGetVirtualMods.3,no
XkbGetXlibControls.3,no
XkbIgnoreExtension.3,no
XkbInitCanonicalKeyTypes.3,no
XkbKeyAction.3,no
XkbKeyActionEntry.3,no
XkbKeyActionsPtr.3,no
XkbKeyGroupInfo.3,no
XkbKeyGroupWidth.3,no
XkbKeyGroupsWidth.3,no
XkbKeyHasActions.3,no
XkbKeyNumActions.3,no
XkbKeyNumGroups.3,no
XkbKeyNumSyms.3,no
XkbKeySymEntry.3,no
XkbKeySymsOffset.3,no
XkbKeySymsPtr.3,no
XkbKeyType.3,no
XkbKeyTypeIndex.3,no
XkbKeyTypesForCoreSymbols.3,no
XkbKeycodeToKeysym.3,no
XkbKeysymToModifiers.3,no
XkbLatchGroup.3,no
XkbLatchModifiers.3,no
XkbLibraryVersion.3,no
XkbListComponents.3,no
XkbLockGroup.3,no
XkbLockModifiers.3,no
XkbLookupKeyBinding.3,no
XkbLookupKeySym.3,no
XkbModActionVMods.3,no
XkbNoteControlsChanges.3,no
XkbNoteDeviceChanges.3,no
XkbNoteIndicatorChanges.3,no
XkbNoteNameChanges.3,no
XkbOpenDisplay.3,no
XkbOutOfRangeGroupInfo.3,no
XkbOutOfRangeGroupNumber.3,no
XkbPtrActionX.3,no
XkbPtrActionY.3,no
XkbQueryExtension.3,no
XkbRefreshKeyboardMapping.3,no
XkbResizeDeviceButtonActions.3,no
XkbResizeKeyActions.3,no
XkbResizeKeySyms.3,no
XkbResizeKeyType.3,no
XkbSAActionSetCtrls.3,no
XkbSAGroup.3,no
XkbSAPtrDfltValue.3,no
XkbSARedirectSetVMods.3,no
XkbSARedirectSetVModsMask.3,no
XkbSARedirectVMods.3,no
XkbSARedirectVModsMask.3,no
XkbSAScreen.3,no
XkbSASetGroup.3,no
XkbSASetPtrDfltValue.3,no
XkbSASetScreen.3,no
XkbSelectEventDetails.3,no
XkbSelectEvents.3,no
XkbSetAccessXTimeout.3,no
XkbSetAutoRepeatRate.3,no
XkbSetAutoResetControls.3,no
XkbSetBounceKeysDelay.3,no
XkbSetCompatMap.3,no
XkbSetControls.3,no
XkbSetDebuggingFlags.3,no
XkbSetDetectableAutoRepeat.3,no
XkbSetDeviceButtonActions.3,no
XkbSetDeviceInfo.3,no
XkbSetIgnoreLockMods.3,no
XkbSetIndicatorMap.3,no
XkbSetMap.3,no
XkbSetModActionVMods.3,no
XkbSetNamedDeviceIndicator.3,no
XkbSetNamedIndicator.3,no
XkbSetNames.3,no
XkbSetPtrActionX.3,no
XkbSetPtrActionY.3,no
XkbSetServerInternalMods.3,no
XkbSetXlibControls.3,no
XkbTranslateKeyCode.3,no
XkbTranslateKeySym.3,no
XkbUpdateMapFromCore.3,no
XkbVirtualModsToReal.3,no
XmbDrawImageString.3,no
XmbDrawString.3,no
XmbDrawText.3,no
XmbLookupString.3,no
XmbResetIC.3,no
XmbSetWMProperties.3,no
XmbTextEscapement.3,no
XmbTextExtents.3,no
XmbTextListToTextProperty.3,no
XmbTextPerCharExtents.3,no
XmbTextPropertyToTextList.3,no
Xmbuf.3,no
XmbufChangeBufferAttributes.3,no
XmbufChangeWindowAttributes.3,no
XmbufCreateBuffers.3,no
XmbufCreateStereoWindow.3,no
XmbufDestroyBuffers.3,no
XmbufDisplayBuffers.3,no
XmbufGetBufferAttributes.3,no
XmbufGetScreenInfo.3,no
XmbufGetVersion.3,no
XmbufGetWindowAttributes.3,no
XmbufQueryExtension.3,no
Xmu.3,no
XpmAttributesSize.3,no
XpmCreateBuffer.3,no
XpmCreateBufferFromImage.3,no
XpmCreateBufferFromPixmap.3,no
XpmCreateBufferFromXpmImage.3,no
XpmCreateData.3,no
XpmCreateDataFromImage.3,no
XpmCreateDataFromPixmap.3,no
XpmCreateDataFromXpmImage.3,no
XpmCreateImage.3,no
XpmCreateImageFromBuffer.3,no
XpmCreateImageFromData.3,no
XpmCreateImageFromXpmImage.3,no
XpmCreatePixmap.3,no
XpmCreatePixmapFromBuffer.3,no
XpmCreatePixmapFromData.3,no
XpmCreatePixmapFromXpmImage.3,no
XpmCreateXpmImage.3,no
XpmCreateXpmImageFromBuffer.3,no
XpmCreateXpmImageFromData.3,no
XpmCreateXpmImageFromImage.3,no
XpmCreateXpmImageFromPixmap.3,no
XpmFree.3,no
XpmFreeAttributes.3,no
XpmFreeExtensions.3,no
XpmFreeXpmImage.3,no
XpmFreeXpmInfo.3,no
XpmGetErrorString.3,no
XpmLibraryVersion.3,no
XpmMisc.3,no
XpmRead.3,no
XpmReadFileToBuffer.3,no
XpmReadFileToData.3,no
XpmReadFileToImage.3,no
XpmReadFileToPixmap.3,no
XpmReadFileToXpmImage.3,no
XpmWrite.3,no
XpmWriteFileFromBuffer.3,no
XpmWriteFileFromImage.3,no
XpmWriteFileFromPixmap.3,no
XpmWriteFileFromXpmImage.3,no
Xpresent.3,no
Xrandr.3,no
XrmCombineDatabase.3,no
XrmCombineFileDatabase.3,no
XrmDestroyDatabase.3,no
XrmEnumerateDatabase.3,no
XrmGetDatabase.3,no
XrmGetFileDatabase.3,no
XrmGetResource.3,no
XrmGetStringDatabase.3,no
XrmInitialize.3,no
XrmLocaleOfDatabase.3,no
XrmMergeDatabases.3,no
XrmOptionDescRec.3,no
XrmOptionKind.3,no
XrmParseCommand.3,no
XrmPermStringToQuark.3,no
XrmPutFileDatabase.3,no
XrmPutLineResource.3,no
XrmPutResource.3,no
XrmPutStringResource.3,no
XrmQGetResource.3,no
XrmQGetSearchList.3,no
XrmQGetSearchResource.3,no
XrmQPutResource.3,no
XrmQPutStringResource.3,no
XrmQuarkToString.3,no
XrmSetDatabase.3,no
XrmStringToBindingQuarkList.3,no
XrmStringToQuark.3,no
XrmStringToQuarkList.3,no
XrmUniqueQuark.3,no
XrmValue.3,no
Xss.3,no
XtAddActions.3,no
XtAddCallback.3,no
XtAddCallbacks.3,no
XtAddConverter.3,no
XtAddEventHandler.3,no
XtAddExposureToRegion.3,no
XtAddGrab.3,no
XtAddInput.3,no
XtAddRawEventHandler.3,no
XtAddTimeOut.3,no
XtAddWorkProc.3,no
XtAllocateGC.3,no
XtAppAddActionHook.3,no
XtAppAddActions.3,no
XtAppAddBlockHook.3,no
XtAppAddConverter.3,no
XtAppAddInput.3,no
XtAppAddSignal.3,no
XtAppAddTimeOut.3,no
XtAppAddWorkProc.3,no
XtAppCreateShell.3,no
XtAppError.3,no
XtAppErrorMsg.3,no
XtAppGetErrorDatabase.3,no
XtAppGetErrorDatabaseText.3,no
XtAppGetExitFlag.3,no
XtAppGetSelectionTimeout.3,no
XtAppInitialize.3,no
XtAppLock.3,no
XtAppMainLoop.3,no
XtAppNextEvent.3,no
XtAppPeekEvent.3,no
XtAppPending.3,no
XtAppProcessEvent.3,no
XtAppReleaseCacheRefs.3,no
XtAppSetErrorHandler.3,no
XtAppSetErrorMsgHandler.3,no
XtAppSetExitFlag.3,no
XtAppSetFallbackResources.3,no
XtAppSetSelectionTimeout.3,no
XtAppSetTypeConverter.3,no
XtAppSetWarningHandler.3,no
XtAppSetWarningMsgHandler.3,no
XtAppUnlock.3,no
XtAppWarning.3,no
XtAppWarningMsg.3,no
XtAsprintf.3,no
XtAugmentTranslations.3,no
XtBuildEventMask.3,no
XtCallAcceptFocus.3,no
XtCallActionProc.3,no
XtCallCallbackList.3,no
XtCallCallbacks.3,no
XtCallConverter.3,no
XtCallbackExclusive.3,no
XtCallbackNone.3,no
XtCallbackNonexclusive.3,no
XtCallbackPopdown.3,no
XtCalloc.3,no
XtCancelSelectionRequest.3,no
XtChangeManagedSet.3,no
XtCheckSubclass.3,no
XtClass.3,no
XtCloseDisplay.3,no
XtConfigureWidget.3,no
XtConvert.3,no
XtConvertAndStore.3,no
XtConvertCase.3,no
XtCreateApplicationContext.3,no
XtCreateApplicationShell.3,no
XtCreateManagedWidget.3,no
XtCreatePopupShell.3,no
XtCreateSelectionRequest.3,no
XtCreateWidget.3,no
XtCreateWindow.3,no
XtDatabase.3,no
XtDestroyApplicationContext.3,no
XtDestroyWidget.3,no
XtDirectConvert.3,no
XtDisownSelection.3,no
XtDispatchEvent.3,no
XtDispatchEventToWidget.3,no
XtDisplay.3,no
XtDisplayInitialize.3,no
XtDisplayOfObject.3,no
XtDisplayStringConversionWarning.3,no
XtDisplayToApplicationContext.3,no
XtError.3,no
XtErrorMsg.3,no
XtFindFile.3,no
XtFree.3,no
XtGetActionKeysym.3,no
XtGetActionList.3,no
XtGetApplicationNameAndClass.3,no
XtGetApplicationResources.3,no
XtGetClassExtension.3,no
XtGetConstraintResourceList.3,no
XtGetDisplays.3,no
XtGetErrorDatabase.3,no
XtGetErrorDatabaseText.3,no
XtGetGC.3,no
XtGetKeyboardFocusWidget.3,no
XtGetKeysymTable.3,no
XtGetMultiClickTime.3,no
XtGetResourceList.3,no
XtGetSelectionParameters.3,no
XtGetSelectionRequest.3,no
XtGetSelectionTimeout.3,no
XtGetSelectionValue.3,no
XtGetSelectionValueIncremental.3,no
XtGetSelectionValues.3,no
XtGetSelectionValuesIncremental.3,no
XtGetSubresources.3,no
XtGetSubvalues.3,no
XtGetValues.3,no
XtGrabButton.3,no
XtGrabKey.3,no
XtGrabKeyboard.3,no
XtGrabPointer.3,no
XtHasCallbacks.3,no
XtHooksOfDisplay.3,no
XtInitialize.3,no
XtInitializeWidgetClass.3,no
XtInsertEventHandler.3,no
XtInsertEventTypeHandler.3,no
XtInsertRawEventHandler.3,no
XtInstallAccelerators.3,no
XtInstallAllAccelerators.3,no
XtIsApplicationShell.3,no
XtIsComposite.3,no
XtIsConstraint.3,no
XtIsManaged.3,no
XtIsObject.3,no
XtIsOverrideShell.3,no
XtIsRealized.3,no
XtIsRectObj.3,no
XtIsSensitive.3,no
XtIsSessionShell.3,no
XtIsShell.3,no
XtIsSubclass.3,no
XtIsTopLevelShell.3,no
XtIsTransientShell.3,no
XtIsVendorShell.3,no
XtIsWMShell.3,no
XtIsWidget.3,no
XtKeysymToKeycodeList.3,no
XtLastEventProcessed.3,no
XtLastTimestampProcessed.3,no
XtMainLoop.3,no
XtMakeGeometryRequest.3,no
XtMakeResizeRequest.3,no
XtMalloc.3,no
XtManageChild.3,no
XtManageChildren.3,no
XtMapWidget.3,no
XtMergeArgLists.3,no
XtMoveWidget.3,no
XtName.3,no
XtNameToWidget.3,no
XtNew.3,no
XtNewString.3,no
XtNextEvent.3,no
XtNoticeSignal.3,no
XtNumber.3,no
XtOffset.3,no
XtOffsetOf.3,no
XtOpenApplication.3,no
XtOpenDisplay.3,no
XtOverrideTranslations.3,no
XtOwnSelection.3,no
XtOwnSelectionIncremental.3,no
XtParent.3,no
XtParseAcceleratorTable.3,no
XtParseTranslationTable.3,no
XtPeekEvent.3,no
XtPending.3,no
XtPopdown.3,no
XtPopup.3,no
XtPopupSpringLoaded.3,no
XtProcessEvent.3,no
XtProcessLock.3,no
XtProcessUnlock.3,no
XtQueryGeometry.3,no
XtRealizeWidget.3,no
XtRealloc.3,no
XtRegisterCaseConverter.3,no
XtRegisterDrawable.3,no
XtRegisterExtensionSelector.3,no
XtRegisterGrabAction.3,no
XtReleaseGC.3,no
XtReleasePropertyAtom.3,no
XtRemoveActionHook.3,no
XtRemoveAllCallbacks.3,no
XtRemoveBlockHook.3,no
XtRemoveCallback.3,no
XtRemoveCallbacks.3,no
XtRemoveEventHandler.3,no
XtRemoveEventTypeHandler.3,no
XtRemoveGrab.3,no
XtRemoveInput.3,no
XtRemoveRawEventHandler.3,no
XtRemoveSignal.3,no
XtRemoveTimeOut.3,no
XtRemoveWorkProc.3,no
XtReservePropertyAtom.3,no
XtResizeWidget.3,no
XtResolvePathname.3,no
XtScreen.3,no
XtScreenDatabase.3,no
XtScreenOfObject.3,no
XtSendSelectionRequest.3,no
XtSessionGetToken.3,no
XtSessionReturnToken.3,no
XtSetArg.3,no
XtSetErrorHandler.3,no
XtSetErrorMsgHandler.3,no
XtSetEventDispatcher.3,no
XtSetKeyTranslator.3,no
XtSetKeyboardFocus.3,no
XtSetLanguageProc.3,no
XtSetMappedWhenManaged.3,no
XtSetMultiClickTime.3,no
XtSetSelectionParameters.3,no
XtSetSelectionTimeout.3,no
XtSetSensitive.3,no
XtSetSubvalues.3,no
XtSetTypeConverter.3,no
XtSetValues.3,no
XtSetWMColormapWindows.3,no
XtSetWarningHandler.3,no
XtSetWarningMsgHandler.3,no
XtStringConversionWarning.3,no
XtSuperclass.3,no
XtToolkitInitialize.3,no
XtToolkitThreadInitialize.3,no
XtTranslateCoords.3,no
XtTranslateKeycode.3,no
XtUngrabButton.3,no
XtUngrabKey.3,no
XtUngrabKeyboard.3,no
XtUngrabPointer.3,no
XtUninstallTranslations.3,no
XtUnmanageChild.3,no
XtUnmanageChildren.3,no
XtUnmapWidget.3,no
XtUnrealizeWidget.3,no
XtUnregisterDrawable.3,no
XtVaAppCreateShell.3,no
XtVaAppInitialize.3,no
XtVaCreateArgsList.3,no
XtVaCreateManagedWidget.3,no
XtVaCreatePopupShell.3,no
XtVaCreateWidget.3,no
XtVaGetApplicationResources.3,no
XtVaGetSubresources.3,no
XtVaGetSubvalues.3,no
XtVaGetValues.3,no
XtVaOpenApplication.3,no
XtVaSetSubvalues.3,no
XtVaSetValues.3,no
XtWarning.3,no
XtWarningMsg.3,no
XtWidgetToApplicationContext.3,no
XtWindow.3,no
XtWindowOfObject.3,no
XtWindowToWidget.3,no
Xutf8DrawImageString.3,no
Xutf8DrawString.3,no
Xutf8DrawText.3,no
Xutf8LookupString.3,no
Xutf8ResetIC.3,no
Xutf8SetWMProperties.3,no
Xutf8TextEscapement.3,no
Xutf8TextExtents.3,no
Xutf8TextListToTextProperty.3,no
Xutf8TextPerCharExtents.3,no
Xutf8TextPropertyToTextList.3,no
Xv.3,no
XvCreateImage.3,no
XvFreeAdaptorInfo.3,no
XvFreeEncodingInfo.3,no
XvGetPortAttribute.3,no
XvGetStill.3,no
XvGetVideo.3,no
XvGrabPort.3,no
